City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Location (Lat),Landfill Location (Long),Landfill Capacity (Tons),Year
Delhi,Organic,6.35,33.46,15302.24,5,Composting,1743.33,6,South City Dump,28.612091,76.709256,410144.05,2021
Thane,Plastic,1.24,52.94,16724.13,9,Landfill,801.3,15,South City Dump,19.076969,72.752665,316670.61,2023
Kolkata,Construction,27.62,50.97,20046.19,5,Landfill,2964.4,4,Central Landfill,23.042127,87.902585,379216.91,2022
Kolkata,Organic,14.44,38.65,13602.46,2,Incineration,2520.22,2,West Side Facility,23.004762,88.238436,49581.81,2021
Nagpur,E-Waste,15.86,44.65,10294.99,4,Composting,3900.58,3,West Side Facility,23.356954,72.432188,309982.44,2021
Ahmedabad,Plastic,8.78,26.61,4669.29,1,Recycling,2792.11,0,East Zone Dump,22.682874,72.718986,465418.62,2023
Chennai,Organic,9.71,56.52,4686.85,7,Recycling,1549.96,5,Central Landfill,13.299498,80.365616,169163.81,2022
Thane,E-Waste,1.0,53.18,1608.92,4,Landfill,3590.99,4,North Point Landfill,18.601807,72.39798,314934.52,2023
Kanpur,Organic,13.83,46.89,16880.2,7,Incineration,1648.96,6,North Point Landfill,23.397433,72.930151,207749.49,2022
Surat,Plastic,33.04,6.52,17857.51,2,Recycling,2838.18,1,Central Landfill,23.09941,72.728894,105363.43,2021
Delhi,Organic,10.11,51.62,10377.22,6,Recycling,1489.75,7,West Side Facility,28.775464,76.856229,402672.4,2019
Ahmedabad,E-Waste,10.22,59.93,2685.7,8,Landfill,2582.25,6,North Point Landfill,23.471156,72.71289,439690.28,2021
Surat,Organic,13.22,56.49,17225.34,9,Composting,1486.03,7,Central Landfill,23.188349,72.143079,356044.36,2022
Patna,Hazardous,7.67,19.21,1815.31,4,Landfill,5977.61,10,East Zone Dump,23.235528,72.111678,199343.63,2022
Chennai,Organic,14.82,70.05,10751.75,8,Landfill,1435.53,6,Central Landfill,12.834299,80.042665,363127.26,2019
Ahmedabad,Organic,1.0,19.37,2165.21,2,Composting,1984.62,4,East Zone Dump,23.070312,72.814699,116302.18,2021
Bangalore,Hazardous,6.2,30.59,2468.12,3,Incineration,6238.65,6,South City Dump,12.511613,77.42691,240566.9,2019
Mumbai,Plastic,11.15,36.25,8548.42,4,Composting,1946.12,1,East Zone Dump,19.473764,72.897143,238737.34,2020
Bangalore,E-Waste,16.4,51.57,21657.44,3,Landfill,4375.45,3,Central Landfill,13.105828,77.112758,364006.04,2022
Delhi,Organic,25.97,29.94,21052.85,1,Composting,2752.73,1,South City Dump,28.864748,76.967042,395189.32,2022
Bhopal,Plastic,6.11,5.0,3917.22,1,Composting,2904.89,0,North Point Landfill,22.536728,72.85349,408025.07,2020
Kanpur,Organic,1.0,34.81,4888.54,2,Incineration,2640.71,1,East Zone Dump,23.021014,72.421407,294362.77,2021
Thane,Organic,4.22,30.19,6410.98,3,Recycling,2630.19,7,Central Landfill,19.299803,73.283169,399834.32,2021
Bhopal,Construction,15.91,65.74,15012.0,8,Composting,2153.7,8,South City Dump,23.034933,72.692365,411545.55,2019
Bangalore,E-Waste,39.93,33.08,19273.33,2,Recycling,4895.88,0,North Point Landfill,12.855374,77.236149,358089.95,2022
Pune,Hazardous,28.18,24.5,16867.13,5,Landfill,5215.51,3,East Zone Dump,19.272547,72.64885,155388.54,2022
Kanpur,Construction,18.5,62.57,21207.4,6,Composting,2721.57,6,South City Dump,22.801942,72.302366,438383.42,2021
Visakhapatnam,E-Waste,4.04,35.8,5104.26,3,Incineration,3929.29,4,North Point Landfill,23.423157,72.641638,189338.24,2020
Mumbai,E-Waste,12.62,66.13,20900.68,8,Recycling,2056.72,8,South City Dump,19.139384,72.491462,78000.18,2019
Surat,Plastic,8.63,34.91,8200.73,7,Incineration,1734.75,5,North Point Landfill,23.135222,72.29698,453281.47,2023
Ahmedabad,Organic,15.72,35.45,12402.22,5,Recycling,1917.63,4,Central Landfill,23.070984,72.187453,21322.36,2020
Surat,Hazardous,4.19,60.47,2227.16,10,Landfill,2231.64,4,Metro Waste Site,23.360794,72.802614,335524.07,2020
Nagpur,E-Waste,12.08,24.97,4135.57,1,Recycling,5154.78,1,East Zone Dump,23.348899,72.333329,347537.41,2020
Lucknow,E-Waste,8.24,27.77,23168.54,1,Landfill,4955.33,1,South City Dump,22.905566,72.943017,187933.07,2021
Kolkata,Hazardous,32.83,35.86,23838.49,3,Composting,6200.76,3,East Zone Dump,22.091472,87.991219,393196.79,2023
Jaipur,Organic,31.6,73.21,24231.27,8,Landfill,999.33,13,North Point Landfill,22.72185,72.496831,380192.38,2019
Delhi,Organic,21.29,37.16,15521.72,3,Recycling,1906.58,4,South City Dump,29.194695,77.047611,320723.12,2019
Visakhapatnam,Construction,8.68,57.41,4041.32,10,Incineration,1605.7,9,Central Landfill,23.112753,72.263277,294742.06,2023
Pune,Organic,11.79,36.99,13143.6,4,Recycling,2277.94,4,West Side Facility,19.338535,72.634513,228668.5,2021
Delhi,Plastic,33.1,52.15,17674.94,7,Recycling,1015.2,8,East Zone Dump,28.321207,76.901847,480289.74,2019
Visakhapatnam,E-Waste,25.37,66.18,16193.65,8,Incineration,2504.98,6,Central Landfill,22.946193,72.37855,453493.18,2022
Chennai,E-Waste,24.43,26.39,21864.16,4,Incineration,4019.62,5,West Side Facility,13.405481,80.310994,119257.5,2020
Hyderabad,Construction,19.46,34.22,10771.39,1,Composting,3988.97,1,Metro Waste Site,17.461761,78.152235,207338.86,2021
Hyderabad,Hazardous,12.97,58.15,9242.33,10,Incineration,2386.77,18,Metro Waste Site,16.996637,78.445305,351526.68,2020
Hyderabad,Construction,33.27,56.55,24941.16,4,Incineration,2906.65,3,West Side Facility,16.927045,78.584938,428861.83,2020
Hyderabad,Plastic,13.77,33.13,10157.79,4,Composting,2156.21,6,Metro Waste Site,17.461516,78.950543,108032.7,2023
Delhi,Organic,9.37,50.39,3286.06,6,Incineration,1702.95,9,South City Dump,28.713312,77.547551,278619.85,2023
Ahmedabad,Hazardous,36.8,57.35,23876.26,8,Composting,3042.58,6,Central Landfill,22.568996,72.182356,178416.48,2020
Lucknow,Plastic,10.6,47.88,15252.92,7,Incineration,1088.56,8,East Zone Dump,22.773232,72.965939,360401.75,2021
Hyderabad,Plastic,16.79,41.92,16349.29,4,Incineration,2178.26,4,Metro Waste Site,17.585705,78.244356,462111.16,2022
Mumbai,E-Waste,8.83,82.15,4101.94,9,Recycling,1999.96,6,East Zone Dump,19.545821,72.402704,395033.25,2019
Kanpur,E-Waste,17.89,21.5,8712.88,2,Landfill,4817.67,2,Central Landfill,22.98657,72.521429,296039.55,2019
Nagpur,Construction,12.13,77.3,7757.78,7,Composting,2306.09,6,Metro Waste Site,22.905365,72.597799,342396.44,2020
Indore,Construction,4.46,69.62,7868.47,9,Incineration,1634.18,13,North Point Landfill,22.859206,72.215876,124156.38,2023
Nagpur,Plastic,29.99,19.17,22731.75,2,Recycling,2310.25,1,North Point Landfill,23.409487,72.269756,376806.33,2020
Thane,Plastic,3.42,58.59,7773.49,9,Incineration,972.05,6,Central Landfill,19.546188,72.929355,239375.07,2019
Lucknow,E-Waste,27.8,71.06,24627.22,10,Landfill,1843.51,9,Central Landfill,22.925254,72.14736,350749.5,2021
Hyderabad,Construction,9.32,47.49,7065.82,4,Landfill,3008.74,3,East Zone Dump,17.292355,78.685586,453042.59,2023
Bangalore,E-Waste,34.6,36.91,20325.95,2,Composting,4909.93,4,South City Dump,12.633873,77.987142,39675.79,2019
Indore,Organic,31.12,23.45,22283.7,1,Composting,2859.3,3,South City Dump,23.216775,72.1832,286991.59,2020
Delhi,Plastic,1.0,54.81,6968.6,7,Recycling,1696.19,6,West Side Facility,28.399373,76.644979,88447.11,2020
Indore,Hazardous,18.27,46.24,10218.76,7,Incineration,4249.05,5,Metro Waste Site,23.514497,72.254294,240422.0,2021
Jaipur,Organic,34.97,69.23,21928.71,10,Landfill,1287.23,8,Central Landfill,23.418354,72.64935,268427.12,2022
Patna,Construction,1.0,65.24,4849.22,8,Landfill,1386.34,11,East Zone Dump,22.976555,72.87261,388117.37,2021
Mumbai,Construction,38.94,80.64,23068.74,7,Incineration,2200.24,6,Central Landfill,19.20206,72.408268,485246.76,2023
Bhopal,Organic,23.52,64.17,23193.02,8,Landfill,751.61,8,Central Landfill,22.543345,72.700145,318539.6,2020
Hyderabad,E-Waste,32.31,31.58,24685.93,3,Composting,4192.99,2,Central Landfill,17.356304,78.105571,426335.06,2019
Jaipur,Construction,12.4,63.27,24002.81,4,Composting,2224.85,2,North Point Landfill,23.214319,72.193018,41872.52,2021
Bangalore,Hazardous,37.83,56.61,24396.94,10,Recycling,2954.28,9,North Point Landfill,13.398157,77.697908,109545.43,2021
Nagpur,E-Waste,8.35,79.23,23070.48,10,Composting,1461.33,6,East Zone Dump,23.259815,72.521841,168529.66,2019
Surat,Construction,24.28,62.54,21559.67,7,Incineration,2116.4,5,North Point Landfill,23.006843,72.162238,73179.28,2020
Surat,Hazardous,5.47,22.47,6750.64,5,Recycling,4747.92,2,Central Landfill,22.640053,72.915765,424007.9,2019
Bangalore,E-Waste,15.2,68.95,8901.84,10,Composting,2054.27,7,South City Dump,12.924615,77.972358,59015.52,2023
Ahmedabad,Hazardous,10.16,56.74,7185.76,10,Composting,2428.67,9,Central Landfill,23.217779,72.878903,335142.89,2023
Indore,Hazardous,12.19,27.73,4632.66,4,Composting,5478.87,2,Metro Waste Site,22.556596,72.756204,420491.99,2023
Ahmedabad,Construction,37.26,55.01,17984.86,6,Landfill,2152.27,12,West Side Facility,23.14679,72.144082,419988.25,2022
Delhi,Hazardous,6.86,30.29,5189.1,6,Recycling,4471.72,9,South City Dump,28.442362,77.453592,283037.33,2019
Thane,Organic,15.91,18.71,5964.18,2,Recycling,3043.14,3,East Zone Dump,19.216917,72.900883,450581.19,2020
Kolkata,Plastic,23.92,34.9,18438.59,7,Landfill,1709.09,3,North Point Landfill,22.746831,88.265297,285147.05,2022
Pune,Organic,13.93,52.22,16286.98,6,Incineration,2093.78,3,South City Dump,19.156914,73.00329,35343.23,2021
Bangalore,Plastic,9.13,14.99,6064.92,2,Composting,2377.14,2,North Point Landfill,13.244135,77.419279,372854.28,2023
Lucknow,E-Waste,18.48,54.47,21695.28,5,Composting,3142.3,7,South City Dump,22.633552,72.794162,141080.81,2019
Visakhapatnam,Construction,14.69,68.25,20681.42,9,Composting,2019.58,10,Central Landfill,23.318141,72.703044,165702.65,2020
Kolkata,Hazardous,10.52,5.42,6572.43,1,Landfill,7141.0,1,South City Dump,22.546383,88.512398,23849.7,2019
Chennai,E-Waste,2.7,36.46,1357.85,1,Incineration,4998.53,0,South City Dump,13.385959,79.985933,168773.7,2022
Surat,Construction,14.84,61.13,13466.31,2,Composting,3603.32,2,Metro Waste Site,22.969099,72.34812,61129.84,2023
Bhopal,Plastic,2.44,53.67,2803.81,8,Incineration,1419.02,7,East Zone Dump,23.236622,72.774251,310881.37,2022
Kolkata,Hazardous,21.64,29.42,13246.3,7,Composting,4242.34,15,South City Dump,22.200343,87.868872,342157.83,2019
Nagpur,E-Waste,8.51,45.55,14197.8,6,Recycling,2817.98,5,Metro Waste Site,23.137434,73.048588,64544.02,2019
Bhopal,E-Waste,8.62,55.55,6091.01,4,Landfill,4297.03,7,West Side Facility,23.504227,72.482443,384061.43,2021
Jaipur,E-Waste,7.36,39.76,3394.31,4,Composting,3800.63,5,West Side Facility,22.600532,72.956125,409620.6,2019
Ahmedabad,Organic,18.58,53.15,15830.43,8,Composting,899.6,4,West Side Facility,22.949951,72.481738,494311.04,2021
Surat,Construction,20.93,26.57,12275.25,3,Landfill,3072.7,3,South City Dump,22.811506,72.539938,494697.82,2020
Thane,Organic,25.95,68.69,22330.88,9,Composting,997.71,7,North Point Landfill,19.217461,72.445938,143571.2,2023
Kanpur,Plastic,16.71,43.74,14879.38,7,Recycling,1607.19,7,South City Dump,23.182232,72.394978,177189.02,2019
Jaipur,Hazardous,31.1,6.67,16886.03,2,Recycling,6667.13,2,North Point Landfill,23.059621,72.282973,407466.57,2023
Mumbai,Organic,18.33,54.17,19567.28,9,Recycling,1070.11,11,East Zone Dump,19.511396,73.246204,433562.37,2019
Ahmedabad,Plastic,36.17,23.32,17638.59,5,Landfill,1094.71,8,North Point Landfill,23.349981,72.431518,304060.73,2021
Pune,E-Waste,2.62,21.76,4750.27,2,Composting,4975.57,1,West Side Facility,18.762872,72.954264,345881.57,2023
Nagpur,Plastic,4.42,42.43,3889.6,4,Landfill,2254.09,4,Metro Waste Site,22.988467,72.750437,417790.63,2020
Kanpur,Construction,10.55,33.46,12010.44,1,Composting,3799.41,0,South City Dump,22.946864,72.087011,165965.72,2020
Bhopal,Hazardous,13.98,34.1,9832.52,8,Incineration,3136.84,7,South City Dump,22.990416,72.638936,397690.08,2021
Hyderabad,E-Waste,12.31,28.52,14434.2,4,Landfill,3779.78,5,Metro Waste Site,17.102666,78.123395,280151.97,2021
Mumbai,Construction,14.73,75.87,15529.61,9,Recycling,888.96,6,Central Landfill,19.033835,72.403038,289471.22,2023
Pune,Organic,16.25,67.34,13162.8,10,Recycling,1177.5,8,Metro Waste Site,18.650173,73.369872,331241.04,2020
Surat,Construction,19.61,81.8,14010.32,7,Landfill,2027.09,4,South City Dump,22.819495,72.431812,494530.44,2019
Bhopal,Organic,28.16,27.02,19790.99,2,Recycling,2829.89,2,Metro Waste Site,23.438001,72.8999,490473.39,2023
Mumbai,Organic,8.13,56.16,8782.18,7,Incineration,1106.03,8,West Side Facility,18.991145,73.17699,160126.71,2021
Indore,Construction,12.01,40.24,12280.49,4,Composting,2880.03,7,West Side Facility,22.933661,72.744113,394300.03,2021
Pune,Construction,18.78,95.0,17004.8,10,Composting,1311.68,6,West Side Facility,18.674681,72.949547,56926.26,2023
Chennai,Plastic,1.0,74.07,4848.27,9,Incineration,1513.19,8,South City Dump,13.056385,80.545998,402812.3,2023
Jaipur,E-Waste,8.42,37.4,16588.63,3,Landfill,4978.83,4,Metro Waste Site,22.783567,72.350107,455586.56,2022
Bangalore,E-Waste,23.67,56.7,16581.83,6,Incineration,3433.57,5,West Side Facility,12.950624,77.693892,48636.02,2021
Surat,E-Waste,4.6,69.95,7885.69,10,Recycling,2010.58,13,East Zone Dump,23.268919,72.47543,342391.81,2023
Ahmedabad,Plastic,12.15,18.9,19335.93,1,Composting,2717.13,2,South City Dump,22.570183,72.132523,471518.77,2021
Kolkata,Plastic,32.1,26.3,21396.91,3,Composting,2593.37,3,Metro Waste Site,22.934899,88.023207,247092.06,2021
Surat,Construction,5.88,40.47,6242.16,2,Composting,3257.84,3,North Point Landfill,22.768327,72.800222,376410.55,2019
Pune,E-Waste,14.59,52.83,10538.89,6,Recycling,3025.56,9,Metro Waste Site,19.064241,72.636589,379716.42,2023
Bhopal,E-Waste,39.89,30.99,18319.11,2,Incineration,4669.84,2,South City Dump,23.162911,72.508015,55286.34,2020
Patna,Organic,9.19,37.97,22982.81,3,Landfill,2056.52,0,West Side Facility,22.554081,72.578765,369843.0,2022
Kolkata,E-Waste,7.26,19.22,3900.17,1,Recycling,4711.25,1,Metro Waste Site,22.33124,88.331961,124194.55,2021
Bangalore,Organic,17.08,33.45,15127.45,3,Recycling,2712.32,1,West Side Facility,12.491035,77.205306,407810.53,2021
Indore,E-Waste,26.55,36.62,20905.92,3,Incineration,4641.86,3,West Side Facility,23.143059,72.49127,310508.84,2023
Jaipur,Construction,33.5,54.48,19280.2,8,Composting,1918.55,8,Central Landfill,22.643187,72.699199,10058.14,2019
Bangalore,Construction,8.57,25.48,1439.66,1,Landfill,3740.26,0,East Zone Dump,12.764324,77.268957,397871.22,2022
Visakhapatnam,E-Waste,14.73,33.23,23929.94,1,Landfill,4635.66,1,North Point Landfill,23.266722,72.836469,87692.42,2020
Kolkata,Organic,6.8,52.14,15226.54,6,Composting,2225.01,6,West Side Facility,22.27292,88.278009,310857.61,2023
Thane,Organic,12.82,35.34,6123.94,4,Recycling,2261.0,5,West Side Facility,19.098958,72.617512,447015.31,2019
Bhopal,E-Waste,25.13,34.45,24308.19,3,Recycling,4063.61,3,Metro Waste Site,22.856715,72.279288,402159.18,2021
Delhi,Plastic,14.63,16.98,15988.43,1,Incineration,2959.73,1,North Point Landfill,28.382806,77.187436,335950.01,2020
Hyderabad,Hazardous,11.83,46.96,18105.23,9,Composting,3158.23,11,East Zone Dump,17.636079,78.127534,58944.3,2019
Kolkata,Hazardous,10.61,12.7,14480.13,2,Composting,6823.19,1,North Point Landfill,22.958896,88.135384,29096.46,2022
Indore,Construction,29.68,70.86,21346.97,7,Landfill,2259.43,9,North Point Landfill,23.028961,72.942291,114596.14,2019
Patna,Organic,2.57,33.33,11233.36,2,Incineration,2489.38,4,Metro Waste Site,22.808406,72.438109,314641.42,2019
Lucknow,Hazardous,1.0,36.29,2558.17,8,Landfill,3767.13,8,East Zone Dump,22.94326,72.778094,486897.76,2019
Ahmedabad,Organic,31.25,30.42,22435.33,4,Incineration,2349.17,6,Metro Waste Site,23.390648,72.200491,320136.77,2021
Kolkata,Plastic,5.47,39.75,18281.88,6,Incineration,1569.47,6,North Point Landfill,22.078729,88.328035,22081.47,2020
Bangalore,Plastic,12.67,42.14,22808.63,6,Incineration,2029.1,3,West Side Facility,13.419252,77.463277,14944.3,2022
Visakhapatnam,Hazardous,36.18,18.72,17539.77,3,Incineration,5614.84,5,South City Dump,23.062566,72.485677,488819.62,2022
Kolkata,E-Waste,34.39,76.03,14970.91,10,Incineration,1323.63,14,North Point Landfill,22.752341,88.124183,243032.93,2020
Hyderabad,Construction,2.42,59.63,8185.91,9,Recycling,2032.38,16,Central Landfill,17.471755,78.261273,25915.85,2020
Kolkata,Organic,21.91,63.43,20700.48,9,Landfill,1148.12,10,Metro Waste Site,22.326054,88.220266,103726.7,2023
Visakhapatnam,Organic,14.55,23.96,21551.2,3,Incineration,2598.98,4,Central Landfill,23.277687,72.28594,488920.58,2019
Nagpur,E-Waste,5.23,45.81,2250.14,4,Landfill,4322.99,0,South City Dump,23.324678,73.018296,25711.62,2023
Delhi,Plastic,2.52,67.1,2093.94,10,Landfill,1771.83,8,Metro Waste Site,29.162901,76.808517,330867.37,2019
Chennai,Construction,1.0,33.62,2041.52,2,Composting,3293.64,4,North Point Landfill,12.845921,80.480973,342176.36,2019
Patna,E-Waste,22.32,24.8,9480.87,3,Recycling,4252.9,3,North Point Landfill,23.23835,72.83337,138778.99,2020
Mumbai,E-Waste,13.59,26.32,2085.51,5,Landfill,4010.61,7,North Point Landfill,19.164314,72.939455,333573.13,2023
Surat,Hazardous,40.2,55.34,21001.76,8,Recycling,3085.79,9,South City Dump,22.916844,73.057887,221220.01,2022
Chennai,Hazardous,13.56,54.42,8337.35,6,Landfill,4500.88,2,Metro Waste Site,13.091814,80.326219,414219.86,2021
Chennai,Plastic,18.1,49.06,13109.85,7,Recycling,1680.27,4,North Point Landfill,13.06905,79.980459,107557.23,2023
Pune,E-Waste,34.1,30.53,23575.49,1,Recycling,5198.07,0,South City Dump,18.887205,73.22774,305562.52,2021
Indore,E-Waste,1.0,55.97,4496.38,9,Landfill,2413.81,7,East Zone Dump,22.958769,72.704066,69352.73,2023
Bhopal,Organic,2.3,43.75,7543.13,7,Composting,1394.02,3,Metro Waste Site,23.26927,72.396869,337436.14,2021
Ahmedabad,Plastic,31.05,33.9,18205.22,6,Landfill,1858.04,7,Central Landfill,23.376516,72.84295,41686.12,2019
Bhopal,Organic,29.98,42.32,15907.01,5,Landfill,2475.1,7,Central Landfill,23.360633,72.384561,289350.61,2019
Surat,Organic,23.68,64.86,16562.19,6,Incineration,2200.2,8,North Point Landfill,22.6258,72.269048,245019.66,2021
Thane,Plastic,23.15,56.91,22302.14,9,Recycling,1430.63,11,Central Landfill,18.882149,72.625411,198307.09,2019
Jaipur,E-Waste,1.0,80.18,2328.21,9,Incineration,1460.33,7,Metro Waste Site,23.247131,72.106952,498716.75,2022
Chennai,Plastic,11.78,10.48,21943.28,2,Landfill,2902.88,2,Central Landfill,13.059183,80.62343,131101.08,2020
Hyderabad,E-Waste,1.0,24.47,1421.57,2,Composting,4823.77,4,West Side Facility,16.964472,78.480781,186686.64,2023
Surat,Plastic,25.91,62.59,21938.94,10,Incineration,673.41,3,West Side Facility,23.510568,72.730235,189049.0,2020
Chennai,Construction,30.58,86.72,12290.37,10,Composting,1371.92,11,North Point Landfill,13.282469,79.976272,45004.81,2021
Nagpur,Construction,36.32,55.06,18430.88,5,Recycling,2686.45,4,North Point Landfill,23.457577,72.362403,265105.01,2019
Kolkata,Plastic,13.04,25.34,10391.99,1,Landfill,2572.77,1,East Zone Dump,22.279672,88.240935,13948.56,2022
Bhopal,Hazardous,26.82,39.11,19207.3,7,Composting,4137.17,5,Metro Waste Site,23.513065,72.351794,488016.16,2020
Nagpur,E-Waste,15.38,25.67,5380.76,3,Landfill,4139.84,1,South City Dump,22.822863,72.598524,238159.64,2020
Bhopal,Construction,22.71,66.62,24992.07,9,Composting,1354.49,7,Central Landfill,23.20528,72.308714,224422.89,2022
Delhi,Plastic,41.12,51.16,21546.29,5,Incineration,1863.59,5,West Side Facility,28.851028,77.156795,336749.78,2019
Visakhapatnam,Hazardous,24.92,29.17,23323.37,6,Recycling,4369.57,5,Metro Waste Site,23.468698,73.068815,471790.26,2021
Visakhapatnam,Hazardous,28.14,46.39,17102.53,7,Landfill,3473.52,6,Metro Waste Site,22.897352,72.871347,418785.2,2022
Ahmedabad,Construction,11.36,81.94,8300.38,9,Composting,1475.84,8,West Side Facility,22.919432,72.655562,371576.55,2020
Patna,Hazardous,13.51,42.14,8587.62,7,Landfill,3982.23,6,Central Landfill,22.837189,72.553308,484644.83,2020
Visakhapatnam,Construction,38.56,76.2,17131.57,8,Recycling,1472.5,6,North Point Landfill,22.678677,72.176713,344873.9,2019
Bhopal,E-Waste,21.05,66.77,15544.24,10,Incineration,1376.92,10,East Zone Dump,22.670455,72.449555,345028.04,2021
Delhi,Hazardous,17.05,48.09,6482.04,9,Composting,2589.24,8,East Zone Dump,29.076375,77.020342,284295.56,2022
Ahmedabad,Plastic,1.0,45.38,1526.88,8,Composting,1670.59,6,North Point Landfill,22.877816,72.408957,254640.18,2023
Thane,Plastic,30.49,70.49,17192.34,8,Composting,1026.03,8,North Point Landfill,18.860909,73.273716,432166.5,2021
Chennai,Construction,1.0,77.38,4936.96,7,Landfill,2454.04,6,Metro Waste Site,13.116948,80.071963,149634.45,2019
Nagpur,Construction,25.11,64.52,10351.74,8,Landfill,1948.65,8,Central Landfill,22.997228,72.181421,284322.14,2019
Jaipur,Hazardous,3.19,45.42,6926.0,9,Recycling,2663.46,8,South City Dump,22.691772,72.582069,214167.34,2022
Lucknow,E-Waste,7.55,71.06,6259.88,9,Recycling,1911.2,8,Central Landfill,22.841352,73.064214,342429.07,2022
Lucknow,Hazardous,28.26,10.7,18521.8,2,Composting,6829.78,2,South City Dump,22.618305,72.566343,411442.8,2021
Thane,Plastic,7.08,38.72,19588.1,5,Recycling,1786.6,11,Central Landfill,18.931133,72.658728,138534.77,2019
Lucknow,E-Waste,13.61,53.98,6340.71,7,Incineration,3020.78,5,Metro Waste Site,22.559132,72.668124,200601.72,2023
Visakhapatnam,E-Waste,16.89,55.35,22354.19,5,Landfill,2873.43,4,Metro Waste Site,23.473342,72.913847,200070.46,2019
Hyderabad,Construction,17.16,43.43,16322.95,5,Composting,2594.62,2,East Zone Dump,17.02188,78.674301,496522.71,2019
Surat,Hazardous,8.37,48.95,10495.52,10,Recycling,2486.14,14,East Zone Dump,22.657959,72.893624,461734.62,2019
Nagpur,Organic,23.23,65.51,19978.12,10,Recycling,845.99,8,North Point Landfill,23.033305,72.885695,378975.0,2021
Chennai,Construction,46.49,95.0,22929.66,10,Landfill,1505.84,10,Central Landfill,12.891956,80.413879,442284.08,2022
Thane,Hazardous,1.48,26.85,10651.61,5,Recycling,4708.24,6,South City Dump,19.032067,72.416286,18721.02,2022
Mumbai,Hazardous,20.32,15.04,11563.13,1,Landfill,6958.95,0,Metro Waste Site,18.962132,72.537776,57875.01,2023
Indore,Hazardous,21.32,50.68,13503.63,8,Recycling,3439.64,7,North Point Landfill,23.269067,72.876072,370882.16,2023
Hyderabad,Organic,10.29,44.99,23207.91,6,Composting,1274.47,7,Central Landfill,17.746633,78.137432,146630.42,2023
Lucknow,Hazardous,10.88,24.32,3243.82,5,Composting,5100.47,4,North Point Landfill,23.237692,72.146183,459415.96,2023
Ahmedabad,E-Waste,21.1,61.78,18796.96,9,Incineration,2388.94,12,North Point Landfill,22.722721,72.184621,422932.37,2021
Thane,Organic,15.68,37.19,7204.15,2,Composting,3154.0,0,East Zone Dump,18.777423,72.645272,45552.62,2023
Visakhapatnam,E-Waste,5.19,45.84,9513.28,4,Incineration,3904.03,8,Metro Waste Site,23.295026,72.336873,112283.84,2023
Pune,Organic,56.49,57.16,23662.39,7,Incineration,2127.29,7,East Zone Dump,19.065449,72.866386,47983.68,2021
Kolkata,Organic,3.78,68.9,5578.58,9,Incineration,865.46,4,South City Dump,22.410454,87.94177,103932.64,2019
Kanpur,Hazardous,20.9,32.17,22870.47,8,Composting,3567.62,6,North Point Landfill,23.413844,72.520921,279404.58,2023
Jaipur,Construction,49.05,29.3,22517.95,2,Landfill,2987.87,2,Central Landfill,23.154901,72.664354,69161.79,2019
Nagpur,Organic,11.19,32.09,8823.5,4,Landfill,2452.84,3,Central Landfill,22.563808,72.880638,280335.33,2020
Surat,Organic,15.7,78.25,8601.97,8,Incineration,1597.2,9,West Side Facility,23.351947,72.67413,101585.67,2020
Delhi,E-Waste,9.51,30.77,14008.85,1,Landfill,4807.34,0,East Zone Dump,28.345198,76.728398,231865.45,2021
Thane,Plastic,24.8,35.56,13371.64,4,Recycling,1816.79,1,South City Dump,19.009543,72.844874,355363.84,2023
Nagpur,Organic,17.43,59.12,8412.25,6,Incineration,1508.3,6,South City Dump,22.679134,72.710791,437707.91,2019
Nagpur,Construction,22.43,77.83,10827.91,9,Incineration,1925.51,9,North Point Landfill,22.64912,72.886829,460000.47,2023
Delhi,Plastic,43.5,69.75,19666.2,9,Incineration,682.14,6,Metro Waste Site,28.637481,77.061417,485090.31,2020
Thane,Organic,4.22,13.19,8107.71,1,Incineration,2645.89,2,Metro Waste Site,19.118394,72.599907,81992.28,2023
Patna,Hazardous,26.65,33.16,14755.24,6,Recycling,5133.76,3,East Zone Dump,23.481243,72.348561,437951.03,2021
Thane,Organic,4.04,42.11,10331.08,6,Landfill,2058.1,3,Metro Waste Site,18.577725,72.475366,59762.74,2020
Hyderabad,Hazardous,19.17,34.89,17917.53,5,Composting,4469.27,6,Central Landfill,16.925245,78.739936,218424.08,2019
Indore,E-Waste,51.59,59.67,24893.18,10,Incineration,1479.79,13,South City Dump,23.354366,72.166936,64518.01,2020
Hyderabad,Hazardous,34.4,57.31,22631.76,10,Landfill,1918.66,9,West Side Facility,17.243147,78.179634,109904.37,2021
Thane,Organic,12.81,61.87,5489.36,8,Recycling,1418.75,6,Central Landfill,18.801092,72.911336,350915.17,2021
Delhi,Hazardous,14.26,48.58,19576.5,5,Incineration,4899.04,2,Metro Waste Site,28.442801,76.829054,203623.06,2022
Patna,E-Waste,10.94,67.18,16690.95,8,Incineration,2488.34,15,Central Landfill,22.980747,72.108973,251205.64,2023
Ahmedabad,Organic,42.53,50.11,22562.69,4,Landfill,2554.89,7,South City Dump,22.578141,72.872386,137098.17,2023
Hyderabad,Construction,10.64,83.09,14967.28,5,Composting,2437.78,5,South City Dump,17.057328,78.806919,174256.18,2019
